"sim.id","aidsstage.final","aidsstage.start","birth.boygirlratio","birth.pregnancyduration.dist.fixed.value","birth.pregnancyduration.dist.type","chronicstage.acutestagetime","conception.alpha_ageman","conception.alpha_agewoman","conception.alpha_base","conception.alpha_wsf","conception.beta","conception.t_max","conception.wsf.dist.fixed.value","conception.wsf.dist.type","debut.debutage","diagnosis.agefactor","diagnosis.baseline","diagnosis.beta","diagnosis.diagpartnersfactor","diagnosis.genderfactor","diagnosis.isdiagnosedfactor","diagnosis.t_max","dissolution.Dp","dissolution.alpha_0","dissolution.alpha_1","dissolution.alpha_2","dissolution.alpha_3","dissolution.alpha_4","dissolution.alpha_5","dissolution.beta","dissolution.t_max","dropout.interval.dist.type","dropout.interval.dist.uniform.max","dropout.interval.dist.uniform.min","formation.hazard.agegapry.baseline","formation.hazard.agegapry.beta","formation.hazard.agegapry.distance","formation.hazard.agegapry.eagerness_diff","formation.hazard.agegapry.eagerness_sum","formation.hazard.agegapry.gap_agescale_man","formation.hazard.agegapry.gap_agescale_woman","formation.hazard.agegapry.gap_factor_man_age","formation.hazard.agegapry.gap_factor_man_const","formation.hazard.agegapry.gap_factor_man_exp","formation.hazard.agegapry.gap_factor_woman_age","formation.hazard.agegapry.gap_factor_woman_const","formation.hazard.agegapry.gap_factor_woman_exp","formation.hazard.agegapry.maxageref.diff","formation.hazard.agegapry.meanage","formation.hazard.agegapry.numrel_diff","formation.hazard.agegapry.numrel_man","formation.hazard.agegapry.numrel_scale_man","formation.hazard.agegapry.numrel_scale_woman","formation.hazard.agegapry.numrel_woman","formation.hazard.agegapry.t_max","formation.hazard.type","hivseed.age.max","hivseed.age.min","hivseed.amount","hivseed.gender","hivseed.stop.short","hivseed.time","hivseed.type","intervention.enabled","monitoring.cd4.threshold","monitoring.fraction.log_viralload","monitoring.interval.piecewise.cd4s","monitoring.interval.piecewise.left","monitoring.interval.piecewise.right","monitoring.interval.piecewise.times","mortality.aids.survtime.C","mortality.aids.survtime.k","mortality.normal.weibull.genderdiff","mortality.normal.weibull.scale","mortality.normal.weibull.shape","periodiclogging.interval","periodiclogging.starttime","person.agegap.man.dist.normal.max","person.agegap.man.dist.normal.min","person.agegap.man.dist.normal.mu","person.agegap.man.dist.normal.sigma","person.agegap.man.dist.type","person.agegap.woman.dist.normal.max","person.agegap.woman.dist.normal.min","person.agegap.woman.dist.normal.mu","person.agegap.woman.dist.normal.sigma","person.agegap.woman.dist.type","person.art.accept.threshold.dist.fixed.value","person.art.accept.threshold.dist.type","person.cd4.end.dist.type","person.cd4.end.dist.uniform.max","person.cd4.end.dist.uniform.min","person.cd4.start.dist.type","person.cd4.start.dist.uniform.max","person.cd4.start.dist.uniform.min","person.eagerness.dist.gamma.a","person.eagerness.dist.gamma.b","person.eagerness.dist.type","person.geo.dist2d.fixed.xvalue","person.geo.dist2d.fixed.yvalue","person.geo.dist2d.type","person.survtime.logoffset.dist.fixed.value","person.survtime.logoffset.dist.type","person.vsp.maxvalue","person.vsp.model.logdist2d.dist2d.binormalsymm.max","person.vsp.model.logdist2d.dist2d.binormalsymm.mean","person.vsp.model.logdist2d.dist2d.binormalsymm.min","person.vsp.model.logdist2d.dist2d.binormalsymm.rho","person.vsp.model.logdist2d.dist2d.binormalsymm.sigma","person.vsp.model.logdist2d.dist2d.type","person.vsp.model.logdist2d.usealternativeseeddist","person.vsp.model.type","person.vsp.toacute.x","person.vsp.toaids.x","person.vsp.tofinalaids.x","population.coarsemap.subdivx","population.coarsemap.subdivy","population.eyecap.fraction","population.maxevents","population.nummen","population.numwomen","population.simtime","relocation.enabled","syncpopstats.interval","syncrefyear.interval","transmission.maxageref.diff","transmission.param.a","transmission.param.b","transmission.param.c","transmission.param.d1","transmission.param.d2","transmission.param.f1","transmission.param.f2","concept.base","eagerness.a","eagerness.b","growth.rate","prev.15.50.end"
482,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.560602732513465,-1.65446169650175,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.500160888659016,0,0,-0.500160888659016,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-3.21601761106029,0.438270820961101,176.422406300136,-0.0268236135479883,0.0277777777777778
483,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.865256571359651,-0.0592150909918172,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.224645776942414,0,0,-0.224645776942414,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-4.32861751123797,0.783985076462291,57.950624100198,-0.028252573893987,0.0310077519379845
484,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-1.52986515529737,-1.86213161823952,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.261096385388998,0,0,-0.261096385388998,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-2.37248043745942,0.507253444529907,44.3722926175594,-0.0276409225901269,0.0390625
485,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-1.52091136324259,-1.1943541093702,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.307230879014456,0,0,-0.307230879014456,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-1.2140683209477,0.68091854663908,47.4476286326582,-0.0276409225901269,0.0507246376811594
486,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.325872469255968,-1.00532176250597,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.163562912726547,0,0,-0.163562912726547,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-2.45562040961348,0.171199963816069,42.3332608676935,-0.0210992517573632,0.0152284263959391
487,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.613987665287545,-0.845397038813087,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.543487988653774,0,0,-0.543487988653774,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-4.99588693005964,0.507764082110883,70.1621531548421,-0.026460762475882,0.046875
488,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.430496969573835,-1.11229852857941,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.588895840311721,0,0,-0.588895840311721,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-1.97996224115696,0.400590891497512,97.9307648772676,-0.028252573893987,0.00847457627118644
489,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.259912694913356,-1.93646853417779,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.535757004653642,0,0,-0.535757004653642,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-4.01670763260405,0.920568421190046,25.2094918317162,-0.0287213376276214,0.034965034965035
490,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.497799410159148,-1.52793246810351,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.926030277684522,0,0,-0.926030277684522,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-3.17582783839945,0.493140745596378,181.184637842739,-0.0274153571501359,0.028169014084507
491,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.778150263303686,-1.23961665886956,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.953273832089095,0,0,-0.953273832089095,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-4.17670731622726,0.520129405209539,129.613958087703,-0.0292795745375736,0.0175438596491228
492,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-1.08810609632413,-1.81967336260549,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.724283907718344,0,0,-0.724283907718344,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-3.79963256347366,0.408331676424481,82.0487716179853,-0.0296860875593681,0.0256410256410256
493,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.962705338850548,-0.908730480061311,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.237085370561893,0,0,-0.237085370561893,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-4.28454344937392,0.513848145190789,49.259885424138,-0.0276409225901269,0.0381679389312977
494,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-1.981613344268,-0.478435624914267,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.950014911617327,0,0,-0.950014911617327,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-3.03990932787675,0.614456465291232,17.7024432965461,-0.0288795660039126,0.047244094488189
495,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-1.68361238696435,-0.684073610785187,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.0238863505482069,0,0,-0.0238863505482069,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-4.05979744036496,0.102902084944164,67.2146146285907,-0.0262455531124669,0.0291970802919708
496,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.718373708005482,-1.13295093500427,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.893524682204169,0,0,-0.893524682204169,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-2.12020343507361,0.773376088674949,37.2833515364933,-0.0268236135479883,0.00714285714285714
497,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.0265323036502978,-0.910900364583831,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.933908758486989,0,0,-0.933908758486989,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-1.24308740732539,0.704141919822898,180.168736118525,-0.0278685417649498,0.0238095238095238
498,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-1.11169988425459,-0.542368629351214,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.409693226979035,0,0,-0.409693226979035,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-4.63749292288907,0.936592501151445,112.931526733316,-0.0272661029754733,0.0277777777777778
499,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.824750234358725,-0.130820716940686,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.969798558717295,0,0,-0.969798558717295,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-1.55024151977338,0.518683265568479,189.59513723681,-0.02809825241631,0.0151515151515152
500,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-1.09580607721072,-1.90386022010649,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.566178033799115,0,0,-0.566178033799115,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-1.23760090750456,0.524305616177968,142.356218574936,-0.0291990591700726,0.016
501,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.993671420777179,-1.41692787896725,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.878488003068115,0,0,-0.878488003068115,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-2.73212546436954,0.879472333455225,32.9534443959617,-0.0266778405402185,0.0215827338129496
502,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.46717893935622,-0.247464490906335,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.748282448278051,0,0,-0.748282448278051,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-3.96402318081446,0.457906262748782,108.736238260046,-0.0271918087157444,0.0141843971631206
503,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-1.57000497633554,-0.0615522540414637,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.377338450642535,0,0,-0.377338450642535,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-1.3589058650462,0.802598487687018,20.1915279259067,-0.0290388022110496,0.03125
504,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.25415943471991,-1.42614937597706,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.653080569199175,0,0,-0.653080569199175,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-4.88685132612009,0.622826612672582,144.534567548193,-0.028642597405049,0.0307692307692308
